car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase_boxcox,carlength,sqrt_carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize_boxcox,fuelsystem,boreratio,logmax_stroke,compressionratio_boxcox,log_horsepower,peakrpm,citympg,highwaympg,price_boxcox,price
107,1,nissan clipper,gas,std,two,hatchback,rwd,front,0.19724742251646485,178.5,8.240145629781066,49.7,3139,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3253388843073544,5.075173815233827,5200,19,25,1.5888145375885971,18399.0
108,0,peugeot 504,gas,std,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3020,l,four,1.0293815283305232,mpfi,3.46,0.6830968447064438,0.32524852195738857,4.574710978503383,5000,19,24,1.587764039535378,11900.0
109,0,peugeot 304,diesel,turbo,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3197,l,four,1.0314978196980282,idi,3.7,0.5007752879124892,0.3256934945288483,4.553876891600541,4150,28,33,1.5880406390886068,13200.0
110,0,peugeot 504 (sw),gas,std,four,wagon,rwd,front,0.1972474225240671,198.9,8.270429251254134,58.7,3230,l,four,1.0293815283305232,mpfi,3.46,0.6830968447064438,0.32524852195738857,4.574710978503383,5000,19,24,1.5878846437545482,12440.0
111,0,peugeot 504,diesel,turbo,four,wagon,rwd,front,0.1972474225240671,198.9,8.270429251254134,58.7,3430,l,four,1.0314978196980282,idi,3.7,0.5007752879124892,0.3256934945288483,4.553876891600541,4150,25,25,1.588164701728543,13860.0
112,0,peugeot 504,gas,std,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3075,l,four,1.0293815283305232,mpfi,3.46,1.091923300517313,0.32524852195738857,4.553876891600541,5000,19,24,1.5884471221206107,15580.0
113,0,peugeot 604sl,diesel,turbo,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3252,l,four,1.0314978196980282,idi,3.7,0.5007752879124892,0.3256934945288483,4.553876891600541,4150,28,33,1.5886315858560103,16900.0
114,0,peugeot 504,gas,std,four,wagon,rwd,front,0.1972474225240671,198.9,8.270429251254134,56.7,3285,l,four,1.0293815283305232,mpfi,3.46,1.091923300517313,0.32524852195738857,4.553876891600541,5000,19,24,1.5886045010890306,16695.0
115,0,peugeot 505s turbo diesel,diesel,turbo,four,wagon,rwd,front,0.1972474225240671,198.9,8.270429251254134,58.7,3485,l,four,1.0314978196980282,idi,3.7,0.5007752879124892,0.3256934945288483,4.553876891600541,4150,25,25,1.5886542872796638,17075.0
116,0,peugeot 504,gas,std,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3075,l,four,1.0293815283305232,mpfi,3.46,0.6830968447064438,0.32524852195738857,4.574710978503383,5000,19,24,1.5885957998753466,16630.0
117,0,peugeot 504,diesel,turbo,four,sedan,rwd,front,0.19724742252163488,186.7,8.270429251254134,56.7,3252,l,four,1.0314978196980282,idi,3.7,0.5007752879124892,0.3256934945288483,4.553876891600541,4150,28,33,1.588762352800218,17950.0
118,0,peugeot 604sl,gas,turbo,four,sedan,rwd,front,0.19724742252168048,186.7,8.264381404557755,56.0,3130,l,four,1.0304293908141533,mpfi,3.61,0.6729444732424258,0.324893375842129,4.955827057601261,5600,18,24,1.5887858572496085,18150.0
119,1,plymouth fury iii,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.8,1918,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,37,41,1.585085273259639,5572.0
120,1,plymouth cricket,gas,turbo,two,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.8,2128,ohc,four,1.0271436382509427,spdi,3.03,0.5766133643039937,0.3250782440370009,4.624972813284271,5500,24,30,1.5865021332889508,7957.0
121,1,plymouth fury iii,gas,std,four,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.6,1967,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5855630384770054,6229.0
122,1,plymouth satellite custom (sw),gas,std,four,sedan,fwd,front,0.19724742251146885,167.3,7.987490219086343,50.8,1989,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5858531448245325,6692.0
123,1,plymouth fury gran sedan,gas,std,four,sedan,fwd,front,0.19724742251146885,167.3,7.987490219086343,50.8,2191,ohc,four,1.0271436382509427,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5863412052379138,7609.0
124,-1,plymouth valiant,gas,std,four,wagon,fwd,front,0.19724742251923025,174.6,8.037412518964047,59.8,2535,ohc,four,1.0295456582712343,2bbl,3.35,0.5364933705145685,0.32526541272790754,4.477336814478207,5000,24,30,1.5868936672361666,8921.0
125,3,plymouth duster,gas,turbo,two,hatchback,rwd,front,0.1972474225136772,173.2,8.142481194328912,50.2,2818,ohc,four,1.0317023685849405,spdi,3.59,0.2700271372130602,0.324893375842129,4.976733742420574,5000,19,24,1.587952995377409,12764.0
126,3,porsche macan,gas,std,two,hatchback,rwd,front,0.19724742251230815,168.9,8.264381404557755,50.2,2778,ohc,four,1.0314450220045022,mpfi,3.94,0.7227059828014898,0.3253974663429546,4.962844630259907,5500,19,27,1.5891704338171118,22018.0
127,3,porcshce panamera,gas,std,two,hardtop,rwd,rear,0.1972474225062615,168.9,8.06225774829855,51.6,2756,ohcf,six,1.0332317869055498,mpfi,3.74,0.8197798314933114,0.3253974663429546,5.332718793265369,5900,17,25,1.5898184412248233,32528.0
128,3,porsche cayenne,gas,std,two,hardtop,rwd,rear,0.1972474225062615,168.9,8.06225774829855,51.6,2756,ohcf,six,1.0332317869055498,mpfi,3.74,0.8197798314933114,0.3253974663429546,5.332718793265369,5900,17,25,1.5898835756560186,34028.0
129,3,porsche boxter,gas,std,two,convertible,rwd,rear,0.1972474225062615,168.9,8.06225774829855,51.6,2800,ohcf,six,1.0332317869055498,mpfi,3.74,0.8197798314933114,0.3253974663429546,5.332718793265369,5900,17,25,1.5900007887861327,37028.0
130,1,porsche cayenne,gas,std,two,hatchback,rwd,front,0.19724742251584051,175.7,8.502940667792526,50.5,3366,dohcv,eight,1.0335115972360598,mpfi,3.94,0.7227059828014898,0.3254447380250489,5.662960480135946,5750,17,28,1.5897661709903217,31400.5
131,0,renault 12tl,gas,std,four,wagon,fwd,front,0.19724742251386299,181.5,8.154753215150045,55.2,2579,ohc,four,1.0302930512934905,mpfi,3.46,0.23901690047049992,0.32529687039009236,4.499809670330265,5100,23,31,1.5870275550399444,9295.0
132,2,renault 5 gtl,gas,std,two,hatchback,fwd,front,0.19724742251386299,176.8,8.160882305241266,50.5,2460,ohc,four,1.0302930512934905,mpfi,3.46,0.23901690047049992,0.32529687039009236,4.499809670330265,5100,23,31,1.5872249620696444,9895.0
133,3,saab 99e,gas,std,two,hatchback,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2658,ohc,four,1.02946425854777,mpfi,3.54,0.7419373447293773,0.32537670598475554,4.700480365792417,5250,21,28,1.5877524213570762,11850.0
134,2,saab 99le,gas,std,four,sedan,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2695,ohc,four,1.02946425854777,mpfi,3.54,0.7419373447293773,0.3253755651456315,4.700480365792417,5250,21,28,1.587825430748336,12170.0
135,3,saab 99le,gas,std,two,hatchback,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2707,ohc,four,1.02946425854777,mpfi,2.54,1.1314021114911006,0.3253755651456315,4.700480365792417,5250,21,28,1.5883641347995432,15040.0
136,2,saab 99gle,gas,std,four,sedan,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2758,ohc,four,1.02946425854777,mpfi,3.54,0.7419373447293773,0.3253755651456315,4.700480365792417,5250,21,28,1.5884366303054325,15510.0
137,3,saab 99gle,gas,turbo,two,hatchback,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2808,dohc,four,1.02946425854777,mpfi,3.54,0.7419373447293773,0.3253388843073544,5.075173815233827,5500,19,26,1.5887858572496085,18150.0
138,2,saab 99e,gas,turbo,four,sedan,fwd,front,0.19724742251638847,186.6,8.154753215150045,56.1,2847,dohc,four,1.02946425854777,mpfi,3.54,0.7419373447293773,0.3253388843073544,5.075173815233827,5500,19,26,1.5888394685685325,18620.0
139,2,subaru,gas,std,two,hatchback,fwd,front,0.19724742251146885,156.9,7.962411694957753,53.7,2050,ohcf,four,1.0270182915095782,2bbl,3.62,1.0331844833456545,0.3253388843073544,4.23410650459726,4900,31,36,1.5846978244550693,5118.0
140,2,subaru dl,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.9,7.974960814950754,53.7,2120,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.32529687039009236,4.290459441148391,4400,26,31,1.5860575950123041,7053.0
141,2,subaru dl,gas,std,two,hatchback,4wd,front,0.19724742251103267,157.3,7.987490219086343,55.7,2240,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.32529687039009236,4.290459441148391,4400,26,31,1.586338325753984,7603.0
142,0,subaru,gas,std,four,sedan,fwd,front,0.19724742251484423,172.0,8.087026647662292,52.5,2145,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.3253974663429546,4.406719247264253,4800,32,37,1.5860968791463967,7126.0
143,0,subaru brz,gas,std,four,sedan,fwd,front,0.19724742251484423,172.0,8.087026647662292,52.5,2190,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.3253974663429546,4.406719247264253,4400,28,33,1.5864194324162453,7775.0
144,0,subaru baja,gas,std,four,sedan,fwd,front,0.19724742251484423,172.0,8.087026647662292,52.5,2340,ohcf,four,1.028271720953814,mpfi,3.62,0.9282193027394288,0.3253388843073544,4.543294782270004,5200,26,32,1.5872451800520007,9960.0
145,0,subaru r1,gas,std,four,sedan,4wd,front,0.1972474225146708,172.0,8.087026647662292,54.3,2385,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.3253388843073544,4.406719247264253,4800,24,25,1.5870059713326277,9233.0
146,0,subaru r2,gas,turbo,four,sedan,4wd,front,0.1972474225146708,172.0,8.087026647662292,54.3,2510,ohcf,four,1.028271720953814,mpfi,3.62,0.9282193027394288,0.3251035644165689,4.709530201312334,4800,24,29,1.5876087724330992,11259.0
147,0,subaru trezia,gas,std,four,wagon,fwd,front,0.1972474225146708,173.5,8.087026647662292,53.0,2290,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.3253388843073544,4.406719247264253,4800,28,32,1.5862700703378212,7463.0
148,0,subaru tribeca,gas,std,four,wagon,fwd,front,0.1972474225146708,173.5,8.087026647662292,53.0,2455,ohcf,four,1.028271720953814,mpfi,3.62,0.9282193027394288,0.3253388843073544,4.543294782270004,5200,25,31,1.5873174125254859,10198.0
149,0,subaru dl,gas,std,four,wagon,4wd,front,0.1972474225145833,173.6,8.087026647662292,54.9,2420,ohcf,four,1.028271720953814,2bbl,3.62,0.9282193027394288,0.3253388843073544,4.406719247264253,4800,23,29,1.5865269630423624,8013.0
150,0,subaru dl,gas,turbo,four,wagon,4wd,front,0.1972474225145833,173.6,8.087026647662292,54.9,2650,ohcf,four,1.028271720953814,mpfi,3.62,0.9282193027394288,0.3251035644165689,4.709530201312334,4800,23,23,1.5877156538250061,11694.0
151,1,toyota corona mark ii,gas,std,two,hatchback,fwd,front,0.19724742251348898,158.7,7.974960814950754,54.5,1985,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,35,39,1.5849008030494016,5348.0
152,1,toyota corona,gas,std,two,hatchback,fwd,front,0.19724742251348898,158.7,7.974960814950754,54.5,2040,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,31,38,1.5856344338599182,6338.0
153,1,toyota corolla 1200,gas,std,four,hatchback,fwd,front,0.19724742251348898,158.7,7.974960814950754,54.5,2015,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,31,38,1.5857294789684953,6488.0
154,0,toyota corona hardtop,gas,std,four,wagon,fwd,front,0.19724742251348898,169.7,7.974960814950754,59.1,2280,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,31,37,1.5859831735832859,6918.0
155,0,toyota corolla 1600 (sw),gas,std,four,wagon,4wd,front,0.19724742251348898,169.7,7.974960814950754,59.1,2290,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,27,32,1.5864756637193236,7898.0
156,0,toyota carina,gas,std,four,wagon,4wd,front,0.19724742251348898,169.7,7.974960814950754,59.1,3110,ohc,four,1.0263514960045894,2bbl,3.05,0.7608058290337602,0.3253388843073544,4.127134385045092,4800,27,32,1.5868400316433136,8778.0
157,0,toyota mark ii,gas,std,four,sedan,fwd,front,0.19724742251348898,166.3,8.024961059095553,53.0,2081,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,30,37,1.5859943476213703,6938.0
158,0,toyota corolla 1200,gas,std,four,hatchback,fwd,front,0.19724742251348898,166.3,8.024961059095553,52.8,2109,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,30,37,1.5861349885734568,7198.0
159,0,toyota corona,diesel,std,four,sedan,fwd,front,0.19724742251348898,166.3,8.024961059095553,53.0,2275,ohc,four,1.028473175247771,idi,3.27,0.5988365010887039,0.32569891791414757,4.02535169073515,4500,34,36,1.5864756637193236,7898.0
160,0,toyota corolla,diesel,std,four,hatchback,fwd,front,0.19724742251348898,166.3,8.024961059095553,52.8,2275,ohc,four,1.028473175247771,idi,3.27,0.5988365010887039,0.32569891791414757,4.02535169073515,4500,38,47,1.5864254438425849,7788.0
161,0,toyota corona,gas,std,four,sedan,fwd,front,0.19724742251348898,166.3,8.024961059095553,53.0,2094,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,38,47,1.5864022330386487,7738.0
162,0,toyota corolla,gas,std,four,hatchback,fwd,front,0.19724742251348898,166.3,8.024961059095553,52.8,2122,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,28,34,1.5866739241207977,8358.0
163,0,toyota mark ii,gas,std,four,sedan,fwd,front,0.19724742251348898,166.3,8.024961059095553,52.8,2140,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,28,34,1.5870147027524082,9258.0
164,1,toyota corolla liftback,gas,std,two,sedan,rwd,front,0.19724742251230815,168.7,8.0,52.6,2169,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,29,34,1.5865467117123353,8058.0
165,1,toyota corona,gas,std,two,hatchback,rwd,front,0.19724742251230815,168.7,8.0,52.6,2204,ohc,four,1.0271436382509427,2bbl,3.19,0.7608058290337602,0.3253388843073544,4.248495242049359,4800,29,34,1.5866239446694883,8238.0
166,1,toyota celica gt liftback,gas,std,two,sedan,rwd,front,0.19724742251230815,168.7,8.0,52.6,2265,dohc,four,1.0271436382509427,mpfi,3.24,0.7371640659767196,0.3253867527956741,4.718498871295094,6600,26,29,1.5870285934669066,9298.0
167,1,toyota corolla tercel,gas,std,two,hatchback,rwd,front,0.19724742251230815,168.7,8.0,52.6,2300,dohc,four,1.0271436382509427,mpfi,3.24,0.7371640659767196,0.3253867527956741,4.718498871295094,6600,26,29,1.587109939264929,9538.0
168,2,toyota corona liftback,gas,std,two,hardtop,rwd,front,0.19724742251584051,176.2,8.099382692526634,52.0,2540,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.5867110529799582,8449.0
169,2,toyota corolla,gas,std,two,hardtop,rwd,front,0.19724742251584051,176.2,8.099382692526634,52.0,2536,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.5871431835944625,9639.0
170,2,toyota starlet,gas,std,two,hatchback,rwd,front,0.19724742251584051,176.2,8.099382692526634,52.0,2551,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.5872541312302741,9989.0
171,2,toyota tercel,gas,std,two,hardtop,rwd,front,0.19724742251584051,176.2,8.099382692526634,52.0,2679,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.5875935013325437,11199.0
172,2,toyota corolla,gas,std,two,hatchback,rwd,front,0.19724742251584051,176.2,8.099382692526634,52.0,2714,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.5876807555335606,11549.0
173,2,toyota cressida,gas,std,two,convertible,rwd,front,0.19724742251584051,176.2,8.099382692526634,53.0,2975,ohc,four,1.0311703973293933,mpfi,3.62,0.5128236264286637,0.3253755651456315,4.7535901911063645,4800,24,30,1.588728599166924,17669.0
174,-1,toyota corolla,gas,std,four,sedan,fwd,front,0.19724742251867988,175.6,8.154753215150045,54.9,2326,ohc,four,1.0295456582712343,mpfi,3.31,0.4885800148186709,0.32529687039009236,4.5217885770490405,4200,29,34,1.5869036373999201,8948.0
175,-1,toyota celica gt,diesel,turbo,four,sedan,fwd,front,0.19724742251867988,175.6,8.154753215150045,54.9,2480,ohc,four,1.028473175247771,idi,3.27,0.5988365010887039,0.32569891791414757,4.290459441148391,4500,30,33,1.5874605772675912,10698.0
176,-1,toyota corona,gas,std,four,hatchback,fwd,front,0.19724742251867988,175.6,8.154753215150045,53.9,2414,ohc,four,1.0295456582712343,mpfi,3.31,0.4885800148186709,0.32529687039009236,4.5217885770490405,4200,27,32,1.5872538232734537,9988.0
177,-1,toyota corolla,gas,std,four,sedan,fwd,front,0.19724742251867988,175.6,8.154753215150045,54.9,2414,ohc,four,1.0295456582712343,mpfi,3.31,0.4885800148186709,0.32529687039009236,4.5217885770490405,4200,27,32,1.5875148331912874,10898.0
178,-1,toyota mark ii,gas,std,four,hatchback,fwd,front,0.19724742251867988,175.6,8.154753215150045,53.9,2458,ohc,four,1.0295456582712343,mpfi,3.31,0.4885800148186709,0.32529687039009236,4.5217885770490405,4200,27,32,1.5876059826618003,11248.0
179,3,toyota corolla liftback,gas,std,two,hatchback,rwd,front,0.19724742251898925,183.5,8.228000972289685,52.0,2976,dohc,six,1.0323857199012576,mpfi,3.27,0.5988365010887039,0.3253755651456315,5.081404364984463,5200,20,24,1.58858609674166,16558.0
180,3,toyota corona,gas,std,two,hatchback,rwd,front,0.19724742251898925,183.5,8.228000972289685,52.0,3016,dohc,six,1.0323857199012576,mpfi,3.27,0.5988365010887039,0.3253755651456315,5.081404364984463,5200,19,24,1.5885082120186511,15998.0
181,-1,toyota starlet,gas,std,four,sedan,rwd,front,0.1972474225199203,187.8,8.154753215150045,54.1,3131,dohc,six,1.0323857199012576,mpfi,3.27,0.5988365010887039,0.325363876971065,5.049856007249537,5200,20,24,1.5884634551100423,15690.0
182,-1,toyouta tercel,gas,std,four,wagon,rwd,front,0.1972474225199203,187.8,8.154753215150045,54.1,3151,dohc,six,1.0319440272632785,mpfi,3.27,0.5988365010887039,0.325363876971065,5.049856007249537,5200,19,24,1.5884722856644555,15750.0
183,2,vokswagen rabbit,diesel,std,two,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2261,ohc,four,1.0270182915095782,idi,3.01,0.5709795465857378,0.32570041792875554,3.9512437185814275,4800,37,46,1.5864194324162453,7775.0
184,2,volkswagen 1131 deluxe sedan,gas,std,two,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2209,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.3253388843073544,4.442651256490317,5250,27,34,1.58651014523312,7975.0
185,2,volkswagen model 111,diesel,std,four,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2264,ohc,four,1.0270182915095782,idi,3.01,0.5709795465857378,0.32570041792875554,3.9512437185814275,4800,37,46,1.5865190129343556,7995.0
186,2,volkswagen type 3,gas,std,four,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2212,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.3253388843073544,4.442651256490317,5250,27,34,1.5866057458379035,8195.0
187,2,volkswagen 411 (sw),gas,std,four,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2275,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.3253388843073544,4.442651256490317,5250,27,34,1.5867295746888135,8495.0
188,2,volkswagen super beetle,diesel,turbo,four,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2319,ohc,four,1.0270182915095782,idi,3.01,0.5709795465857378,0.32570041792875554,4.219507705176107,4500,37,42,1.5870956112163896,9495.0
189,2,volkswagen dasher,gas,std,four,sedan,fwd,front,0.1972474225149301,171.7,8.093207028119323,55.7,2300,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.3254447380250489,4.605170185988092,5500,26,32,1.58725597791769,9995.0
190,3,vw dasher,gas,std,two,convertible,fwd,front,0.19724742251230815,159.3,8.012490249604053,55.6,2254,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.32526541272790754,4.499809670330265,5500,24,29,1.5876919036433905,11595.0
191,3,vw rabbit,gas,std,two,hatchback,fwd,front,0.19724742251230815,165.7,8.0,51.4,2221,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.32526541272790754,4.499809670330265,5500,24,29,1.5872513578105008,9980.0
192,0,volkswagen rabbit,gas,std,four,sedan,fwd,front,0.19724742251734595,180.2,8.179242018671413,55.1,2661,ohc,five,1.0305617959567805,mpfi,3.19,0.5709795465857378,0.32526541272790754,4.700480365792417,5500,19,24,1.5880591130443107,13295.0
193,0,volkswagen rabbit custom,diesel,turbo,four,sedan,fwd,front,0.19724742251734595,180.2,8.179242018671413,55.1,2579,ohc,four,1.0270182915095782,idi,3.01,0.5709795465857378,0.32570041792875554,4.219507705176107,4500,33,38,1.5881619893625947,13845.0
194,0,volkswagen dasher,gas,std,four,wagon,fwd,front,0.19724742251734595,183.1,8.179242018671413,55.1,2563,ohc,four,1.0283733545229374,mpfi,3.19,0.5709795465857378,0.3253388843073544,4.477336814478207,5500,25,31,1.5878520090718595,12290.0
195,-2,volvo 145e (sw),gas,std,four,sedan,rwd,front,0.19724742251980865,188.8,8.19756061276768,56.2,2912,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,23,28,1.587988952942288,12940.0
196,-1,volvo 144ea,gas,std,four,wagon,rwd,front,0.19724742251980865,188.8,8.19756061276768,57.5,3034,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,23,28,1.588082143646962,13415.0
197,-2,volvo 244dl,gas,std,four,sedan,rwd,front,0.19724742251980865,188.8,8.19756061276768,56.2,2935,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,24,28,1.588506351339418,15985.0
198,-1,volvo 245,gas,std,four,wagon,rwd,front,0.19724742251980865,188.8,8.19756061276768,57.5,3042,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,24,28,1.5885802689857074,16515.0
199,-2,volvo 264gl,gas,turbo,four,sedan,rwd,front,0.19724742251980865,188.8,8.19756061276768,56.2,3045,ohc,four,1.0301525981765405,mpfi,3.62,0.7030975114131134,0.3250515305578951,5.087596335232384,5100,17,22,1.5888169275220552,18420.0
200,-1,volvo diesel,gas,turbo,four,wagon,rwd,front,0.19724742251980865,188.8,8.19756061276768,57.5,3157,ohc,four,1.0301525981765405,mpfi,3.62,0.7030975114131134,0.3250515305578951,5.087596335232384,5100,17,22,1.5888758121122466,18950.0
201,-1,volvo 145e (sw),gas,std,four,sedan,rwd,front,0.19724742252216537,188.8,8.300602387778854,55.5,2952,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,23,28,1.588624371904272,16845.0
202,-1,volvo 144ea,gas,turbo,four,sedan,rwd,front,0.19724742252216537,188.8,8.294576541331088,55.5,3049,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.32529687039009236,5.075173815233827,5300,19,25,1.588886084263113,19045.0
203,-1,volvo 244dl,gas,std,four,sedan,rwd,front,0.19724742252216537,188.8,8.300602387778854,55.5,3012,ohcv,six,1.032468044953341,mpfi,3.58,0.8329091229351039,0.3253115251395032,4.897839799950911,5500,18,23,1.5891241967603495,21485.0
204,-1,volvo 246,diesel,turbo,four,sedan,rwd,front,0.19724742252216537,188.8,8.300602387778854,55.5,3217,ohc,six,1.0311132437991255,idi,3.01,0.5709795465857378,0.32570041792875554,4.663439094112067,4800,26,27,1.5892082394014215,22470.0
205,-1,volvo 264gl,gas,turbo,four,sedan,rwd,front,0.19724742252216537,188.8,8.300602387778854,55.5,3062,ohc,four,1.0308766811129448,mpfi,3.78,0.7030975114131134,0.3253974663429546,4.736198448394496,5400,19,25,1.5892209199727234,22625.0
